COUNTY,Total Active Cases,Total Recovered,Total Deaths,Date
Grand Forks,10,0,0,4/6/2020
Grant,1,0,0,4/6/2020
Griggs,0,0,0,4/6/2020
Hettinger,0,0,0,4/6/2020
Kidder,0,0,0,4/6/2020
LaMoure,0,0,0,4/6/2020
Logan,0,0,0,4/6/2020
McHenry,0,0,0,4/6/2020
McIntosh,0,0,0,4/6/2020
McKenzie,4,1,0,4/6/2020
McLean,0,0,0,4/6/2020
Mercer,0,0,0,4/6/2020
Morton,12,0,0,4/6/2020
Mountrail,14,2,0,4/6/2020
Nelson,0,0,0,4/6/2020
Oliver,0,0,0,4/6/2020
Pembina,0,0,0,4/6/2020
Pierce,0,0,0,4/6/2020
Ramsey,1,0,0,4/6/2020
Ransom,0,0,0,4/6/2020
Renville,0,0,0,4/6/2020
Richland,0,0,0,4/6/2020
Rolette,0,0,0,4/6/2020
Sargent,0,0,0,4/6/2020
Sheridan,0,0,0,4/6/2020
Sioux,0,0,0,4/6/2020
Slope,3,0,0,4/6/2020
Stark,15,2,0,4/6/2020
Steele,0,0,0,4/6/2020
Stutsman,0,0,0,4/6/2020
Towner,0,0,0,4/6/2020
Traill,0,0,0,4/6/2020
Walsh,2,1,0,4/6/2020
Ward,8,1,0,4/6/2020
Wells,0,0,0,4/6/2020
Williams,4,1,0,4/6/2020
Unknown,0,0,0,4/6/2020
Adams,0,0,0,4/7/2020
Barnes,0,0,0,4/7/2020
Benson,0,0,0,4/7/2020
Billings,0,0,0,4/7/2020
Bottineau,0,0,0,4/7/2020
Bowman,1,0,0,4/7/2020
Burke,2,0,0,4/7/2020
Burleigh,18,1,0,4/7/2020
Cass,44,8,0,4/7/2020
Cavalier,0,0,0,4/7/2020
Dickey,0,0,0,4/7/2020
Divide,0,0,0,4/7/2020
Dunn,0,0,0,4/7/2020
Eddy,0,0,0,4/7/2020
Emmons,0,0,0,4/7/2020
Foster,0,0,0,4/7/2020
Golden Valley,0,0,0,4/7/2020
Grand Forks,10,0,0,4/7/2020
Grant,1,0,0,4/7/2020
Griggs,0,0,0,4/7/2020
Hettinger,0,0,0,4/7/2020
Kidder,0,0,0,4/7/2020
LaMoure,0,0,0,4/7/2020
Logan,0,0,0,4/7/2020
McHenry,0,0,0,4/7/2020
McIntosh,0,0,0,4/7/2020
McKenzie,4,0,0,4/7/2020
McLean,0,0,0,4/7/2020
Mercer,0,0,0,4/7/2020
Morton,12,0,0,4/7/2020
Mountrail,14,0,0,4/7/2020
Nelson,0,0,0,4/7/2020
Oliver,0,0,0,4/7/2020
Pembina,0,0,0,4/7/2020
Pierce,0,0,0,4/7/2020
Ramsey,1,0,0,4/7/2020
Ransom,0,0,0,4/7/2020
Renville,0,0,0,4/7/2020
Richland,0,0,0,4/7/2020
Rolette,0,0,0,4/7/2020
Sargent,0,0,0,4/7/2020
Sheridan,0,0,0,4/7/2020
Sioux,0,0,0,4/7/2020
Slope,2,1,0,4/7/2020
Stark,17,1,0,4/7/2020
Steele,0,0,0,4/7/2020
Stutsman,1,0,0,4/7/2020
Towner,0,0,0,4/7/2020
Traill,0,0,0,4/7/2020
Walsh,2,0,0,4/7/2020
Ward,8,0,0,4/7/2020
Wells,0,0,0,4/7/2020
Williams,3,1,0,4/7/2020
Unknown,0,0,0,4/7/2020
Adams,0,0,0,4/8/2020
Barnes,0,0,0,4/8/2020
Benson,0,0,0,4/8/2020
Billings,0,0,0,4/8/2020
Bottineau,0,0,0,4/8/2020
Bowman,1,0,0,4/8/2020
Burke,0,2,0,4/8/2020
Burleigh,21,1,0,4/8/2020
Cass,47,3,0,4/8/2020
Cavalier,0,0,0,4/8/2020
Dickey,0,0,0,4/8/2020
Divide,0,0,0,4/8/2020
Dunn,0,0,0,4/8/2020
Eddy,0,0,0,4/8/2020
Emmons,0,0,0,4/8/2020
Foster,0,0,0,4/8/2020
Golden Valley,0,0,0,4/8/2020
Grand Forks,6,4,0,4/8/2020
Grant,1,0,0,4/8/2020
Griggs,0,0,0,4/8/2020
Hettinger,0,0,0,4/8/2020
Kidder,0,0,0,4/8/2020
LaMoure,0,0,0,4/8/2020
Logan,0,0,0,4/8/2020
McHenry,0,0,0,4/8/2020
McIntosh,0,0,0,4/8/2020
McKenzie,5,0,0,4/8/2020
McLean,0,0,0,4/8/2020
Mercer,0,0,0,4/8/2020
Morton,13,0,0,4/8/2020
Mountrail,13,1,0,4/8/2020
Nelson,0,0,0,4/8/2020
Oliver,0,0,0,4/8/2020
Pembina,0,0,0,4/8/2020
Pierce,0,0,0,4/8/2020
Ramsey,1,0,0,4/8/2020
Ransom,0,0,0,4/8/2020
Renville,0,0,0,4/8/2020
Richland,1,0,0,4/8/2020
Rolette,0,0,0,4/8/2020
Sargent,0,0,0,4/8/2020
Sheridan,0,0,0,4/8/2020
Sioux,0,0,0,4/8/2020
Slope,1,1,0,4/8/2020
Stark,16,1,1,4/8/2020
Steele,0,0,0,4/8/2020
Stutsman,1,0,0,4/8/2020
Towner,0,0,0,4/8/2020
Traill,0,0,0,4/8/2020
Walsh,2,0,0,4/8/2020
Ward,10,1,0,4/8/2020
Wells,0,0,0,4/8/2020
Williams,3,1,0,4/8/2020
Unknown,0,0,0,4/8/2020
Adams,0,0,0,4/9/2020
Barnes,0,0,0,4/9/2020
Benson,0,0,0,4/9/2020
Billings,0,0,0,4/9/2020
Bottineau,0,0,0,4/9/2020
Bowman,1,0,0,4/9/2020
Burke,0,0,0,4/9/2020
Burleigh,21,2,0,4/9/2020
Cass,50,1,1,4/9/2020
Cavalier,0,0,0,4/9/2020
Dickey,0,0,0,4/9/2020
Divide,0,0,0,4/9/2020
Dunn,1,0,0,4/9/2020
Eddy,0,0,0,4/9/2020
Emmons,0,0,0,4/9/2020
Foster,0,0,0,4/9/2020
Golden Valley,0,0,0,4/9/2020
Grand Forks,5,1,0,4/9/2020
Grant,1,0,0,4/9/2020
Griggs,0,0,0,4/9/2020
Hettinger,0,0,0,4/9/2020
Kidder,0,0,0,4/9/2020
LaMoure,0,0,0,4/9/2020
Logan,0,0,0,4/9/2020
McHenry,0,0,0,4/9/2020
McIntosh,0,0,0,4/9/2020
McKenzie,5,0,0,4/9/2020
McLean,0,0,0,4/9/2020
Mercer,0,0,0,4/9/2020
Morton,12,1,0,4/9/2020
Mountrail,12,1,0,4/9/2020
Nelson,0,0,0,4/9/2020
Oliver,0,0,0,4/9/2020
Pembina,0,0,0,4/9/2020
Pierce,0,0,0,4/9/2020
Ramsey,1,0,0,4/9/2020
Ransom,0,0,0,4/9/2020
Renville,0,0,0,4/9/2020
Richland,1,0,0,4/9/2020
Rolette,0,0,0,4/9/2020
Sargent,1,0,0,4/9/2020
Sheridan,0,0,0,4/9/2020
Sioux,0,0,0,4/9/2020
Slope,1,0,0,4/9/2020
Stark,14,1,1,4/9/2020
Steele,0,0,0,4/9/2020
Stutsman,1,0,0,4/9/2020
Towner,0,0,0,4/9/2020
Traill,0,0,0,4/9/2020
Walsh,2,0,0,4/9/2020
Ward,10,0,0,4/9/2020
Wells,0,0,0,4/9/2020
Williams,3,0,0,4/9/2020
Unknown,0,0,0,4/9/2020
Adams,0,0,0,4/10/2020
Barnes,0,0,0,4/10/2020
Benson,0,0,0,4/10/2020
Billings,0,0,0,4/10/2020
Bottineau,0,0,0,4/10/2020
Bowman,1,0,0,4/10/2020
Burke,0,0,0,4/10/2020
Burleigh,20,2,0,4/10/2020
Cass,53,4,0,4/10/2020
Cavalier,0,0,0,4/10/2020
Dickey,0,0,0,4/10/2020
Divide,0,0,0,4/10/2020
Dunn,1,0,0,4/10/2020
Eddy,0,0,0,4/10/2020
Emmons,0,0,0,4/10/2020
Foster,0,0,0,4/10/2020
Golden Valley,0,0,0,4/10/2020
Grand Forks,5,0,0,4/10/2020
Grant,1,0,0,4/10/2020
Griggs,0,0,0,4/10/2020
Hettinger,0,0,0,4/10/2020
Kidder,0,0,0,4/10/2020
LaMoure,0,0,0,4/10/2020
Logan,0,0,0,4/10/2020
McHenry,0,0,0,4/10/2020
McIntosh,0,0,0,4/10/2020
McKenzie,4,1,0,4/10/2020
McLean,0,0,0,4/10/2020
Mercer,0,0,0,4/10/2020
Morton,12,0,0,4/10/2020
Mountrail,13,0,0,4/10/2020
Nelson,0,0,0,4/10/2020
Oliver,0,0,0,4/10/2020
Pembina,0,0,0,4/10/2020
Pierce,0,0,0,4/10/2020
Ramsey,1,0,0,4/10/2020
Ransom,0,0,0,4/10/2020
Renville,0,0,0,4/10/2020
Richland,2,0,0,4/10/2020
Rolette,1,0,0,4/10/2020
Sargent,1,0,0,4/10/2020
Sheridan,0,0,0,4/10/2020
Sioux,0,0,0,4/10/2020
Slope,1,0,0,4/10/2020
Stark,13,2,0,4/10/2020
Steele,0,0,0,4/10/2020
Stutsman,1,0,0,4/10/2020
Towner,0,0,0,4/10/2020
Traill,0,0,0,4/10/2020
Walsh,2,0,0,4/10/2020
Ward,11,0,0,4/10/2020
Wells,0,0,0,4/10/2020
Williams,5,0,0,4/10/2020
Unknown,0,0,0,4/10/2020
Adams,0,0,0,4/11/2020
Barnes,0,0,0,4/11/2020
Benson,0,0,0,4/11/2020
Billings,0,0,0,4/11/2020
Bottineau,0,0,0,4/11/2020
Bowman,0,1,0,4/11/2020
Burke,0,0,0,4/11/2020
Burleigh,21,0,0,4/11/2020
Cass,60,5,0,4/11/2020
Cavalier,0,0,0,4/11/2020
Dickey,0,0,0,4/11/2020
Divide,0,0,0,4/11/2020
Dunn,1,0,0,4/11/2020
Eddy,0,0,0,4/11/2020
Emmons,0,0,0,4/11/2020
Foster,0,0,0,4/11/2020
Golden Valley,0,0,0,4/11/2020
Grand Forks,5,0,0,4/11/2020
Grant,1,0,0,4/11/2020
Griggs,0,0,0,4/11/2020
Hettinger,0,0,0,4/11/2020
Kidder,0,0,0,4/11/2020
LaMoure,0,0,0,4/11/2020
Logan,0,0,0,4/11/2020
McHenry,0,0,0,4/11/2020
McIntosh,0,0,0,4/11/2020
McKenzie,4,0,0,4/11/2020
McLean,0,0,0,4/11/2020
Mercer,0,0,0,4/11/2020
Morton,12,0,0,4/11/2020
Mountrail,13,0,0,4/11/2020
Nelson,0,0,0,4/11/2020
Oliver,0,0,0,4/11/2020
Pembina,0,0,0,4/11/2020
Pierce,0,0,0,4/11/2020
Ramsey,1,0,0,4/11/2020
Ransom,0,0,0,4/11/2020
Renville,0,0,0,4/11/2020
Richland,2,0,0,4/11/2020
Rolette,1,0,0,4/11/2020
Sargent,1,0,0,4/11/2020
Sheridan,0,0,0,4/11/2020
Sioux,0,0,0,4/11/2020
Slope,1,0,0,4/11/2020
Stark,14,1,0,4/11/2020
Steele,0,0,0,4/11/2020
Stutsman,0,1,0,4/11/2020
Towner,0,0,0,4/11/2020
Traill,0,0,0,4/11/2020
Walsh,2,0,0,4/11/2020
Ward,9,1,1,4/11/2020
Wells,0,0,0,4/11/2020
Williams,5,0,0,4/11/2020
Unknown,0,0,0,4/11/2020
Adams,0,0,0,4/12/2020
Barnes,0,0,0,4/12/2020
Benson,0,0,0,4/12/2020
Billings,0,0,0,4/12/2020
Bottineau,0,0,0,4/12/2020
Bowman,0,0,0,4/12/2020
Burke,0,0,0,4/12/2020
Burleigh,21,1,0,4/12/2020
Cass,68,1,0,4/12/2020
Cavalier,0,0,0,4/12/2020
Dickey,0,0,0,4/12/2020
Divide,0,0,0,4/12/2020
Dunn,2,0,0,4/12/2020
Eddy,0,0,0,4/12/2020
Emmons,0,0,0,4/12/2020
Foster,0,0,0,4/12/2020
Golden Valley,0,0,0,4/12/2020
Grand Forks,3,2,0,4/12/2020
Grant,1,0,0,4/12/2020
Griggs,0,0,0,4/12/2020
Hettinger,0,0,0,4/12/2020
Kidder,0,0,0,4/12/2020
LaMoure,0,0,0,4/12/2020
Logan,0,0,0,4/12/2020
McHenry,0,0,0,4/12/2020
McIntosh,0,0,0,4/12/2020
McKenzie,6,0,0,4/12/2020
McLean,1,0,0,4/12/2020
Mercer,0,0,0,4/12/2020
Morton,12,0,1,4/12/2020
Mountrail,17,1,0,4/12/2020
Nelson,0,0,0,4/12/2020
Oliver,0,0,0,4/12/2020
Pembina,0,0,0,4/12/2020
Pierce,0,0,0,4/12/2020
Ramsey,1,0,0,4/12/2020
Ransom,0,0,0,4/12/2020
Renville,0,0,0,4/12/2020
Richland,3,0,0,4/12/2020
Rolette,1,0,0,4/12/2020
Sargent,1,0,0,4/12/2020
Sheridan,0,0,0,4/12/2020
Sioux,0,0,0,4/12/2020
Slope,1,0,0,4/12/2020
Stark,15,1,0,4/12/2020
Steele,0,0,0,4/12/2020
Stutsman,0,0,0,4/12/2020
Towner,0,0,0,4/12/2020
Traill,0,0,0,4/12/2020
Walsh,2,0,0,4/12/2020
Ward,8,1,0,4/12/2020
Wells,0,0,0,4/12/2020
Williams,5,0,0,4/12/2020
Unknown,0,0,0,4/12/2020
Adams,0,0,0,4/13/2020
Barnes,0,0,0,4/13/2020
Benson,0,0,0,4/13/2020
Billings,0,0,0,4/13/2020
Bottineau,0,0,0,4/13/2020
Bowman,0,0,0,4/13/2020
Burke,0,0,0,4/13/2020
Burleigh,21,1,0,4/13/2020
Cass,72,3,0,4/13/2020
Cavalier,0,0,0,4/13/2020
Dickey,0,0,0,4/13/2020
Divide,0,0,0,4/13/2020
Dunn,2,0,0,4/13/2020
Eddy,0,0,0,4/13/2020
Emmons,0,0,0,4/13/2020
Foster,0,0,0,4/13/2020
Golden Valley,0,0,0,4/13/2020
Grand Forks,3,1,0,4/13/2020
Grant,1,0,0,4/13/2020
Griggs,0,0,0,4/13/2020
Hettinger,0,0,0,4/13/2020
Kidder,0,0,0,4/13/2020
LaMoure,0,0,0,4/13/2020
Logan,0,0,0,4/13/2020
McHenry,0,0,0,4/13/2020
McIntosh,0,0,0,4/13/2020
McKenzie,6,0,0,4/13/2020
McLean,1,0,0,4/13/2020
Mercer,0,0,0,4/13/2020
Morton,13,0,0,4/13/2020
Mountrail,15,2,0,4/13/2020
Nelson,0,0,0,4/13/2020
Oliver,0,0,0,4/13/2020
Pembina,0,0,0,4/13/2020
Pierce,0,0,0,4/13/2020
Ramsey,0,1,0,4/13/2020
Ransom,0,0,0,4/13/2020
Renville,0,0,0,4/13/2020
Richland,3,0,0,4/13/2020
Rolette,1,0,0,4/13/2020
Sargent,1,0,0,4/13/2020
Sheridan,0,0,0,4/13/2020
Sioux,0,0,0,4/13/2020
Slope,1,0,0,4/13/2020
Stark,15,0,0,4/13/2020
Steele,0,0,0,4/13/2020
Stutsman,0,0,0,4/13/2020
Towner,0,0,0,4/13/2020
Traill,0,0,0,4/13/2020
Walsh,2,0,0,4/13/2020
Ward,7,1,0,4/13/2020
Wells,0,0,0,4/13/2020
Williams,4,1,0,4/13/2020
Unknown,0,0,0,4/13/2020
Adams,0,0,0,4/14/2020
Barnes,0,0,0,4/14/2020
Benson,0,0,0,4/14/2020
Billings,0,0,0,4/14/2020
Bottineau,0,0,0,4/14/2020
Bowman,0,0,0,4/14/2020
Burke,0,0,0,4/14/2020
Burleigh,20,1,0,4/14/2020
Cass,79,5,0,4/14/2020
Cavalier,0,0,0,4/14/2020
Dickey,0,0,0,4/14/2020
Divide,0,0,0,4/14/2020
Dunn,2,0,0,4/14/2020
Eddy,0,0,0,4/14/2020
Emmons,0,0,0,4/14/2020
Foster,0,0,0,4/14/2020
Golden Valley,0,0,0,4/14/2020
Grand Forks,9,1,0,4/14/2020
Grant,1,0,0,4/14/2020
Griggs,0,0,0,4/14/2020
Hettinger,0,0,0,4/14/2020
Kidder,0,0,0,4/14/2020
LaMoure,0,0,0,4/14/2020
Logan,0,0,0,4/14/2020
McHenry,0,0,0,4/14/2020
McIntosh,0,0,0,4/14/2020
McKenzie,6,1,0,4/14/2020
McLean,2,0,0,4/14/2020
Mercer,0,0,0,4/14/2020
Morton,12,1,0,4/14/2020
Mountrail,15,2,0,4/14/2020
Nelson,0,0,0,4/14/2020
Oliver,0,0,0,4/14/2020
Pembina,0,0,0,4/14/2020
Pierce,0,0,0,4/14/2020
Ramsey,0,0,0,4/14/2020
Ransom,0,0,0,4/14/2020
Renville,0,0,0,4/14/2020
Richland,3,0,0,4/14/2020
Rolette,1,0,0,4/14/2020
Sargent,1,0,0,4/14/2020
Sheridan,0,0,0,4/14/2020
Sioux,0,0,0,4/14/2020
Slope,1,0,0,4/14/2020
Stark,14,1,0,4/14/2020
Steele,0,0,0,4/14/2020
Stutsman,0,0,0,4/14/2020
Towner,0,0,0,4/14/2020
Traill,0,0,0,4/14/2020
Walsh,1,1,0,4/14/2020
Ward,7,0,0,4/14/2020
Wells,0,0,0,4/14/2020
Williams,4,0,0,4/14/2020
Unknown,0,0,0,4/14/2020
Adams,0,0,0,4/15/2020
Barnes,0,0,0,4/15/2020
Benson,0,0,0,4/15/2020
Billings,0,0,0,4/15/2020
Bottineau,0,0,0,4/15/2020
Bowman,0,0,0,4/15/2020
Burke,0,0,0,4/15/2020
Burleigh,17,5,0,4/15/2020
Cass,88,8,0,4/15/2020
Cavalier,0,0,0,4/15/2020
Dickey,0,0,0,4/15/2020
Divide,0,0,0,4/15/2020
Dunn,3,0,0,4/15/2020
Eddy,0,0,0,4/15/2020
Emmons,0,0,0,4/15/2020
Foster,0,0,0,4/15/2020
Golden Valley,0,0,0,4/15/2020
Grand Forks,10,2,0,4/15/2020
Grant,1,0,0,4/15/2020
Griggs,0,0,0,4/15/2020
Hettinger,0,0,0,4/15/2020
Kidder,0,0,0,4/15/2020
