COUNTY,Total Active Cases,Total Recovered,Total Deaths,Date
Dunn,0,0,0,6/3/2020
Eddy,0,0,0,6/3/2020
Emmons,0,0,0,6/3/2020
Foster,0,0,0,6/3/2020
Golden Valley,0,0,0,6/3/2020
Grand Forks,15,3,0,6/3/2020
Grant,0,0,0,6/3/2020
Griggs,1,0,0,6/3/2020
Hettinger,0,0,0,6/3/2020
Kidder,0,0,0,6/3/2020
LaMoure,0,0,0,6/3/2020
Logan,0,0,0,6/3/2020
McHenry,0,0,0,6/3/2020
McIntosh,0,0,0,6/3/2020
McKenzie,1,0,0,6/3/2020
McLean,2,0,0,6/3/2020
Mercer,0,0,0,6/3/2020
Morton,1,2,0,6/3/2020
Mountrail,3,0,0,6/3/2020
Nelson,0,0,0,6/3/2020
Oliver,0,0,0,6/3/2020
Pembina,0,0,0,6/3/2020
Pierce,1,0,0,6/3/2020
Ramsey,0,0,0,6/3/2020
Ransom,3,1,0,6/3/2020
Renville,2,0,0,6/3/2020
Richland,3,1,0,6/3/2020
Rolette,2,0,0,6/3/2020
Sargent,1,0,0,6/3/2020
Sheridan,0,0,0,6/3/2020
Sioux,0,0,0,6/3/2020
Slope,0,0,0,6/3/2020
Stark,2,0,0,6/3/2020
Steele,0,0,0,6/3/2020
Stutsman,9,0,0,6/3/2020
Towner,0,0,0,6/3/2020
Traill,2,1,0,6/3/2020
Unknown,0,0,0,6/3/2020
Walsh,2,1,0,6/3/2020
Ward,4,2,0,6/3/2020
Wells,0,0,0,6/3/2020
Williams,1,0,0,6/3/2020
Adams,0,0,0,6/4/2020
Barnes,1,1,0,6/4/2020
Benson,0,0,0,6/4/2020
Billings,0,0,0,6/4/2020
Bottineau,1,0,0,6/4/2020
Bowman,0,0,0,6/4/2020
Burke,0,0,0,6/4/2020
Burleigh,15,0,0,6/4/2020
Cass,287,24,2,6/4/2020
Cavalier,0,0,0,6/4/2020
Dickey,1,0,0,6/4/2020
Divide,0,0,0,6/4/2020
Dunn,0,0,0,6/4/2020
Eddy,0,0,0,6/4/2020
Emmons,0,0,0,6/4/2020
Foster,0,0,0,6/4/2020
Golden Valley,0,0,0,6/4/2020
Grand Forks,11,3,1,6/4/2020
Grant,0,0,0,6/4/2020
Griggs,0,1,0,6/4/2020
Hettinger,0,0,0,6/4/2020
Kidder,0,0,0,6/4/2020
LaMoure,0,0,0,6/4/2020
Logan,0,0,0,6/4/2020
McHenry,0,0,0,6/4/2020
McIntosh,0,0,0,6/4/2020
McKenzie,1,0,0,6/4/2020
McLean,2,0,0,6/4/2020
Mercer,1,0,0,6/4/2020
Morton,1,0,0,6/4/2020
Mountrail,3,0,0,6/4/2020
Nelson,0,0,0,6/4/2020
Oliver,0,0,0,6/4/2020
Pembina,0,0,0,6/4/2020
Pierce,1,0,0,6/4/2020
Ramsey,0,0,0,6/4/2020
Ransom,3,0,0,6/4/2020
Renville,2,0,0,6/4/2020
Richland,4,0,0,6/4/2020
Rolette,2,0,0,6/4/2020
Sargent,1,0,0,6/4/2020
Sheridan,0,0,0,6/4/2020
Sioux,0,0,0,6/4/2020
Slope,0,0,0,6/4/2020
Stark,2,0,0,6/4/2020
Steele,0,0,0,6/4/2020
Stutsman,10,0,0,6/4/2020
Towner,0,0,0,6/4/2020
Traill,2,0,0,6/4/2020
Walsh,0,2,0,6/4/2020
Ward,5,1,0,6/4/2020
Wells,0,0,0,6/4/2020
Williams,1,0,0,6/4/2020
Unknown,0,0,0,6/4/2020
Adams,0,0,0,6/5/2020
Barnes,4,0,0,6/5/2020
Benson,1,0,0,6/5/2020
Billings,0,0,0,6/5/2020
Bottineau,1,0,0,6/5/2020
Bowman,0,0,0,6/5/2020
Burke,0,0,0,6/5/2020
Burleigh,22,0,0,6/5/2020
Cass,305,26,1,6/5/2020
Cavalier,0,0,0,6/5/2020
Dickey,1,0,0,6/5/2020
Divide,0,0,0,6/5/2020
Dunn,0,0,0,6/5/2020
Eddy,0,0,0,6/5/2020
Emmons,0,0,0,6/5/2020
Foster,0,0,0,6/5/2020
Golden Valley,0,0,0,6/5/2020
Grand Forks,9,2,0,6/5/2020
Grant,0,0,0,6/5/2020
Griggs,0,0,0,6/5/2020
Hettinger,0,0,0,6/5/2020
Kidder,0,0,0,6/5/2020
LaMoure,1,0,0,6/5/2020
Logan,0,0,0,6/5/2020
McHenry,0,0,0,6/5/2020
McIntosh,0,0,0,6/5/2020
McKenzie,1,0,0,6/5/2020
McLean,2,0,0,6/5/2020
Mercer,1,0,0,6/5/2020
Morton,1,0,0,6/5/2020
Mountrail,3,0,0,6/5/2020
Nelson,0,0,0,6/5/2020
Oliver,0,0,0,6/5/2020
Pembina,0,0,0,6/5/2020
Pierce,1,0,0,6/5/2020
Ramsey,0,0,0,6/5/2020
Ransom,3,0,0,6/5/2020
Renville,2,0,0,6/5/2020
Richland,5,2,0,6/5/2020
Rolette,1,1,0,6/5/2020
Sargent,1,0,0,6/5/2020
Sheridan,1,0,0,6/5/2020
Sioux,0,0,0,6/5/2020
Slope,0,0,0,6/5/2020
Stark,2,0,0,6/5/2020
Steele,0,0,0,6/5/2020
Stutsman,13,2,0,6/5/2020
Towner,0,0,0,6/5/2020
Traill,2,0,0,6/5/2020
Unknown,0,0,0,6/5/2020
Walsh,1,0,0,6/5/2020
Ward,7,0,0,6/5/2020
Wells,2,0,0,6/5/2020
Williams,1,0,0,6/5/2020
Adams,0,0,0,6/6/2020
Barnes,4,0,0,6/6/2020
Benson,1,0,0,6/6/2020
Billings,0,0,0,6/6/2020
Bottineau,1,0,0,6/6/2020
Bowman,0,0,0,6/6/2020
Burke,0,0,0,6/6/2020
Burleigh,22,1,0,6/6/2020
Cass,308,27,1,6/6/2020
Cavalier,0,0,0,6/6/2020
Dickey,1,0,0,6/6/2020
Divide,0,0,0,6/6/2020
Dunn,0,0,0,6/6/2020
Eddy,1,0,0,6/6/2020
Emmons,0,0,0,6/6/2020
Foster,0,0,0,6/6/2020
Golden Valley,0,0,0,6/6/2020
Grand Forks,5,5,0,6/6/2020
Grant,0,0,0,6/6/2020
Griggs,0,0,0,6/6/2020
Hettinger,0,0,0,6/6/2020
Kidder,0,0,0,6/6/2020
LaMoure,1,0,0,6/6/2020
Logan,0,0,0,6/6/2020
McHenry,0,0,0,6/6/2020
McIntosh,0,0,0,6/6/2020
McKenzie,1,0,0,6/6/2020
McLean,2,0,0,6/6/2020
Mercer,1,0,0,6/6/2020
Morton,1,0,0,6/6/2020
Mountrail,3,1,0,6/6/2020
Nelson,0,0,0,6/6/2020
Oliver,0,0,0,6/6/2020
Pembina,0,0,0,6/6/2020
Pierce,1,0,0,6/6/2020
Ramsey,0,0,0,6/6/2020
Ransom,3,0,0,6/6/2020
Renville,2,0,0,6/6/2020
Richland,6,0,0,6/6/2020
Rolette,1,0,0,6/6/2020
Sargent,1,0,0,6/6/2020
Sheridan,1,0,0,6/6/2020
Sioux,0,0,0,6/6/2020
Slope,0,0,0,6/6/2020
Stark,2,0,0,6/6/2020
Steele,0,0,0,6/6/2020
Stutsman,19,0,0,6/6/2020
Towner,0,0,0,6/6/2020
Traill,1,1,0,6/6/2020
Unknown,0,0,0,6/6/2020
Walsh,1,0,0,6/6/2020
Ward,8,0,0,6/6/2020
Wells,3,0,0,6/6/2020
Williams,1,0,0,6/6/2020
Adams,0,0,0,6/7/2020
Barnes,4,0,0,6/7/2020
Benson,1,0,0,6/7/2020
Billings,0,0,0,6/7/2020
Bottineau,1,0,0,6/7/2020
Bowman,0,0,0,6/7/2020
Burke,0,0,0,6/7/2020
Burleigh,22,1,0,6/7/2020
Cass,289,25,0,6/7/2020
Cavalier,0,0,0,6/7/2020
Dickey,1,0,0,6/7/2020
Divide,0,0,0,6/7/2020
Dunn,0,0,0,6/7/2020
Eddy,1,0,0,6/7/2020
Emmons,0,0,0,6/7/2020
Foster,0,0,0,6/7/2020
Golden Valley,0,0,0,6/7/2020
Grand Forks,7,0,0,6/7/2020
Grant,0,0,0,6/7/2020
Griggs,0,0,0,6/7/2020
Hettinger,0,0,0,6/7/2020
Kidder,0,0,0,6/7/2020
LaMoure,1,0,0,6/7/2020
Logan,0,0,0,6/7/2020
McHenry,0,0,0,6/7/2020
McIntosh,0,0,0,6/7/2020
McKenzie,1,0,0,6/7/2020
McLean,2,0,0,6/7/2020
Mercer,0,1,0,6/7/2020
Morton,1,0,0,6/7/2020
Mountrail,3,0,0,6/7/2020
Nelson,0,0,0,6/7/2020
Oliver,0,0,0,6/7/2020
Pembina,0,0,0,6/7/2020
Pierce,1,0,0,6/7/2020
Ramsey,0,0,0,6/7/2020
Ransom,3,0,0,6/7/2020
Renville,0,2,0,6/7/2020
Richland,6,0,0,6/7/2020
Rolette,1,0,0,6/7/2020
Sargent,1,0,0,6/7/2020
Sheridan,1,0,0,6/7/2020
Sioux,0,0,0,6/7/2020
Slope,0,0,0,6/7/2020
Stark,2,0,0,6/7/2020
Steele,0,0,0,6/7/2020
Stutsman,25,2,0,6/7/2020
Towner,0,0,0,6/7/2020
Traill,1,0,0,6/7/2020
Walsh,1,0,0,6/7/2020
Ward,8,0,0,6/7/2020
Wells,5,0,0,6/7/2020
Williams,1,0,0,6/7/2020
Unknown,0,0,0,6/7/2020
Adams,0,0,0,6/8/2020
Barnes,4,0,0,6/8/2020
Benson,2,0,0,6/8/2020
Billings,0,0,0,6/8/2020
Bottineau,2,0,0,6/8/2020
Bowman,0,0,0,6/8/2020
Burke,0,0,0,6/8/2020
Burleigh,20,3,0,6/8/2020
Cass,253,50,0,6/8/2020
Cavalier,0,0,0,6/8/2020
Dickey,1,0,0,6/8/2020
Divide,0,0,0,6/8/2020
Dunn,0,0,0,6/8/2020
Eddy,1,0,0,6/8/2020
Emmons,0,0,0,6/8/2020
Foster,0,0,0,6/8/2020
Golden Valley,0,0,0,6/8/2020
Grand Forks,6,1,0,6/8/2020
Grant,0,0,0,6/8/2020
Griggs,0,0,0,6/8/2020
Hettinger,0,0,0,6/8/2020
Kidder,1,0,0,6/8/2020
LaMoure,1,0,0,6/8/2020
Logan,0,0,0,6/8/2020
McHenry,0,0,0,6/8/2020
McIntosh,0,0,0,6/8/2020
McKenzie,1,0,0,6/8/2020
McLean,3,0,0,6/8/2020
Mercer,0,0,0,6/8/2020
Morton,1,0,0,6/8/2020
Mountrail,2,1,0,6/8/2020
Nelson,0,0,0,6/8/2020
Oliver,0,0,0,6/8/2020
Pembina,0,0,0,6/8/2020
Pierce,1,0,0,6/8/2020
Ramsey,0,0,0,6/8/2020
Ransom,3,0,0,6/8/2020
Renville,0,0,0,6/8/2020
Richland,8,0,0,6/8/2020
Rolette,1,0,0,6/8/2020
Sargent,1,0,0,6/8/2020
Sheridan,1,0,0,6/8/2020
Sioux,0,0,0,6/8/2020
Slope,0,0,0,6/8/2020
Stark,2,1,0,6/8/2020
Steele,0,0,0,6/8/2020
Stutsman,25,0,0,6/8/2020
Towner,0,0,0,6/8/2020
Traill,0,1,0,6/8/2020
Unknown,0,0,0,6/8/2020
Walsh,1,0,0,6/8/2020
Ward,8,0,0,6/8/2020
Wells,5,0,0,6/8/2020
Williams,0,1,0,6/8/2020
Adams,0,0,0,6/9/2020
Barnes,4,0,0,6/9/2020
Benson,2,0,0,6/9/2020
Billings,0,0,0,6/9/2020
Bottineau,2,0,0,6/9/2020
Bowman,0,0,0,6/9/2020
Burke,0,0,0,6/9/2020
Burleigh,22,1,0,6/9/2020
Cass,254,26,1,6/9/2020
Cavalier,0,0,0,6/9/2020
Dickey,1,0,0,6/9/2020
Divide,0,0,0,6/9/2020
Dunn,0,0,0,6/9/2020
Eddy,1,0,0,6/9/2020
Emmons,0,0,0,6/9/2020
Foster,0,0,0,6/9/2020
Golden Valley,0,0,0,6/9/2020
Grand Forks,6,0,0,6/9/2020
Grant,0,0,0,6/9/2020
Griggs,0,0,0,6/9/2020
Hettinger,0,0,0,6/9/2020
Kidder,2,0,0,6/9/2020
LaMoure,6,0,0,6/9/2020
Logan,0,0,0,6/9/2020
McHenry,0,0,0,6/9/2020
McIntosh,0,0,0,6/9/2020
McKenzie,1,0,0,6/9/2020
McLean,3,0,0,6/9/2020
Mercer,0,0,0,6/9/2020
Morton,1,0,0,6/9/2020
Mountrail,2,0,0,6/9/2020
Nelson,0,0,0,6/9/2020
Oliver,0,0,0,6/9/2020
Pembina,0,0,0,6/9/2020
Pierce,1,0,0,6/9/2020
Ramsey,0,0,0,6/9/2020
Ransom,3,0,0,6/9/2020
Renville,0,0,0,6/9/2020
Richland,9,0,0,6/9/2020
Rolette,1,0,0,6/9/2020
Sargent,1,0,0,6/9/2020
Sheridan,1,0,0,6/9/2020
Sioux,0,0,0,6/9/2020
Slope,0,0,0,6/9/2020
Stark,2,0,0,6/9/2020
Steele,0,0,0,6/9/2020
Stutsman,27,0,0,6/9/2020
Towner,0,0,0,6/9/2020
Traill,0,0,0,6/9/2020
Unknown,0,0,0,6/9/2020
Walsh,1,0,0,6/9/2020
Ward,6,2,0,6/9/2020
Wells,5,0,0,6/9/2020
Williams,0,0,0,6/9/2020
Adams,0,0,0,6/10/2020
Barnes,4,0,0,6/10/2020
Benson,2,0,0,6/10/2020
Billings,0,0,0,6/10/2020
Bottineau,2,0,0,6/10/2020
Bowman,0,0,0,6/10/2020
Burke,0,0,0,6/10/2020
Burleigh,24,1,0,6/10/2020
Cass,251,26,2,6/10/2020
Cavalier,0,0,0,6/10/2020
Dickey,2,0,0,6/10/2020
Divide,0,0,0,6/10/2020
Dunn,0,0,0,6/10/2020
Eddy,1,0,0,6/10/2020
Emmons,0,0,0,6/10/2020
Foster,0,0,0,6/10/2020
Golden Valley,0,0,0,6/10/2020
Grand Forks,6,0,0,6/10/2020
Grant,0,0,0,6/10/2020
Griggs,0,0,0,6/10/2020
Hettinger,0,0,0,6/10/2020
Kidder,2,0,0,6/10/2020
LaMoure,6,0,0,6/10/2020
Logan,0,0,0,6/10/2020
McHenry,0,0,0,6/10/2020
McIntosh,0,0,0,6/10/2020
McKenzie,4,0,0,6/10/2020
McLean,3,0,0,6/10/2020
Mercer,0,0,0,6/10/2020
Morton,2,0,0,6/10/2020
Mountrail,2,0,0,6/10/2020
Nelson,0,0,0,6/10/2020
Oliver,0,0,0,6/10/2020
Pembina,0,0,0,6/10/2020
Pierce,1,0,0,6/10/2020
Ramsey,0,0,0,6/10/2020
Ransom,4,0,0,6/10/2020
Renville,0,0,0,6/10/2020
Richland,9,1,0,6/10/2020
Rolette,1,0,0,6/10/2020
Sargent,1,0,0,6/10/2020
Sheridan,1,0,0,6/10/2020
Sioux,0,0,0,6/10/2020
Slope,0,0,0,6/10/2020
Stark,1,1,0,6/10/2020
Steele,0,0,0,6/10/2020
Stutsman,24,3,0,6/10/2020
Towner,0,0,0,6/10/2020
Traill,1,0,0,6/10/2020
Unknown,0,0,0,6/10/2020
Walsh,1,0,0,6/10/2020
Ward,7,0,0,6/10/2020
Wells,4,1,0,6/10/2020
Williams,1,0,0,6/10/2020
Adams,0,0,0,6/11/2020
Barnes,3,1,0,6/11/2020
Benson,2,0,0,6/11/2020
Billings,0,0,0,6/11/2020
Bottineau,2,0,0,6/11/2020
Bowman,0,0,0,6/11/2020
Burke,0,0,0,6/11/2020
Burleigh,26,4,0,6/11/2020
Cass,236,37,0,6/11/2020
Cavalier,0,0,0,6/11/2020
Dickey,2,0,0,6/11/2020
Divide,0,0,0,6/11/2020
Dunn,0,0,0,6/11/2020
Eddy,1,0,0,6/11/2020
Emmons,0,0,0,6/11/2020
Foster,0,0,0,6/11/2020
Golden Valley,0,0,0,6/11/2020
Grand Forks,8,0,0,6/11/2020
Grant,0,0,0,6/11/2020
Griggs,0,0,0,6/11/2020
Hettinger,0,0,0,6/11/2020
Kidder,2,0,0,6/11/2020
LaMoure,8,0,0,6/11/2020
Logan,0,0,0,6/11/2020
McHenry,0,0,0,6/11/2020
McIntosh,0,0,0,6/11/2020
McKenzie,4,0,0,6/11/2020
McLean,4,0,0,6/11/2020
Mercer,0,0,0,6/11/2020
Morton,3,0,0,6/11/2020
Mountrail,2,0,0,6/11/2020
Nelson,0,0,0,6/11/2020
Oliver,0,0,0,6/11/2020
Pembina,0,0,0,6/11/2020
Pierce,1,0,0,6/11/2020
Ramsey,0,0,0,6/11/2020
Ransom,3,1,0,6/11/2020
Renville,0,0,0,6/11/2020
Richland,10,0,0,6/11/2020
Rolette,1,0,0,6/11/2020
Sargent,0,1,0,6/11/2020
Sheridan,1,0,0,6/11/2020
Sioux,1,0,0,6/11/2020
Slope,0,0,0,6/11/2020
Stark,0,1,0,6/11/2020
Steele,0,0,0,6/11/2020
Stutsman,23,1,0,6/11/2020
Towner,0,0,0,6/11/2020
Traill,1,0,0,6/11/2020
Unknown,0,0,0,6/11/2020
Walsh,1,0,0,6/11/2020
Ward,5,2,0,6/11/2020
Wells,4,0,0,6/11/2020
Williams,1,0,0,6/11/2020
Adams,0,0,0,6/12/2020
Barnes,1,2,0,6/12/2020
Benson,1,1,0,6/12/2020
Billings,0,0,0,6/12/2020
Bottineau,2,0,0,6/12/2020
Bowman,0,0,0,6/12/2020
Burke,0,0,0,6/12/2020
Burleigh,28,1,0,6/12/2020
Cass,231,36,0,6/12/2020
Cavalier,0,0,0,6/12/2020
Dickey,3,0,0,6/12/2020
Divide,0,0,0,6/12/2020
Dunn,0,0,0,6/12/2020
Eddy,1,0,0,6/12/2020
Emmons,0,0,0,6/12/2020
Foster,0,0,0,6/12/2020
Golden Valley,0,0,0,6/12/2020
Grand Forks,8,1,0,6/12/2020
Grant,0,0,0,6/12/2020
Griggs,0,0,0,6/12/2020
Hettinger,0,0,0,6/12/2020
Kidder,2,0,0,6/12/2020
LaMoure,6,3,0,6/12/2020
Logan,0,0,0,6/12/2020
McHenry,0,0,0,6/12/2020
McIntosh,0,0,0,6/12/2020
McKenzie,3,1,0,6/12/2020
McLean,4,0,0,6/12/2020
Mercer,0,0,0,6/12/2020
Morton,4,0,0,6/12/2020
Mountrail,2,0,0,6/12/2020
Nelson,0,0,0,6/12/2020
Oliver,0,0,0,6/12/2020
Pembina,0,0,0,6/12/2020
Pierce,1,0,0,6/12/2020
Ramsey,0,0,0,6/12/2020
Ransom,3,0,0,6/12/2020
Renville,0,0,0,6/12/2020
Richland,13,0,0,6/12/2020
Rolette,1,0,0,6/12/2020
Sargent,0,0,0,6/12/2020
Sheridan,1,0,0,6/12/2020
Sioux,1,0,0,6/12/2020
Slope,0,0,0,6/12/2020
Stark,0,0,0,6/12/2020
Steele,0,0,0,6/12/2020
Stutsman,19,4,0,6/12/2020
Towner,0,0,0,6/12/2020
Traill,1,0,0,6/12/2020
Unknown,0,0,0,6/12/2020
Walsh,1,0,0,6/12/2020
Ward,6,0,0,6/12/2020
Wells,2,2,0,6/12/2020
Williams,1,0,0,6/12/2020
Adams,0,0,0,6/13/2020
Barnes,1,0,0,6/13/2020
Benson,1,0,0,6/13/2020
Billings,0,0,0,6/13/2020
Bottineau,1,1,0,6/13/2020
Bowman,0,0,0,6/13/2020
Burke,0,0,0,6/13/2020
Burleigh,32,2,0,6/13/2020
Cass,209,29,0,6/13/2020
Cavalier,0,0,0,6/13/2020
Dickey,3,0,0,6/13/2020
Divide,0,0,0,6/13/2020
Dunn,0,0,0,6/13/2020
Eddy,1,0,0,6/13/2020
Emmons,0,0,0,6/13/2020
Foster,0,0,0,6/13/2020
Golden Valley,0,0,0,6/13/2020
Grand Forks,9,0,0,6/13/2020
Grant,0,0,0,6/13/2020
Griggs,0,0,0,6/13/2020
Hettinger,0,0,0,6/13/2020
Kidder,2,0,0,6/13/2020
LaMoure,7,0,0,6/13/2020
Logan,0,0,0,6/13/2020
McHenry,0,0,0,6/13/2020
McIntosh,0,0,0,6/13/2020
McKenzie,3,0,0,6/13/2020
McLean,5,0,0,6/13/2020
Mercer,0,0,0,6/13/2020
Morton,6,0,0,6/13/2020
Mountrail,2,0,0,6/13/2020
Nelson,0,0,0,6/13/2020
Oliver,0,0,0,6/13/2020
Pembina,1,0,0,6/13/2020
Pierce,1,0,0,6/13/2020
Ramsey,0,0,0,6/13/2020
Ransom,3,0,0,6/13/2020
Renville,0,0,0,6/13/2020
Richland,12,2,0,6/13/2020
Rolette,1,0,0,6/13/2020
Sargent,0,0,0,6/13/2020
Sheridan,1,0,0,6/13/2020
Sioux,1,0,0,6/13/2020
Slope,0,0,0,6/13/2020
Stark,0,0,0,6/13/2020
Steele,0,0,0,6/13/2020
Stutsman,19,0,1,6/13/2020
Towner,0,0,0,6/13/2020
Traill,1,0,0,6/13/2020
Unknown,0,0,0,6/13/2020
Walsh,0,1,0,6/13/2020
Ward,6,1,0,6/13/2020
Wells,2,0,0,6/13/2020
Williams,0,1,0,6/13/2020
Adams,0,0,0,6/14/2020
Barnes,0,1,0,6/14/2020
Benson,1,0,0,6/14/2020
Billings,0,0,0,6/14/2020
Bottineau,1,0,0,6/14/2020
Bowman,0,0,0,6/14/2020
Burke,0,0,0,6/14/2020
Burleigh,30,4,0,6/14/2020
Cass,194,29,1,6/14/2020
Cavalier,0,0,0,6/14/2020
Dickey,3,0,0,6/14/2020
Divide,0,0,0,6/14/2020
Dunn,0,0,0,6/14/2020
Eddy,1,0,0,6/14/2020
Emmons,0,0,0,6/14/2020
Foster,0,0,0,6/14/2020
Golden Valley,0,0,0,6/14/2020
Grand Forks,11,0,0,6/14/2020
Grant,0,0,0,6/14/2020
Griggs,0,0,0,6/14/2020
Hettinger,0,0,0,6/14/2020
Kidder,2,0,0,6/14/2020
LaMoure,6,1,0,6/14/2020
Logan,0,0,0,6/14/2020
McHenry,0,0,0,6/14/2020
McIntosh,0,0,0,6/14/2020
McKenzie,3,0,0,6/14/2020
McLean,5,0,0,6/14/2020
Mercer,0,0,0,6/14/2020
Morton,8,0,0,6/14/2020
Mountrail,2,0,0,6/14/2020
Nelson,0,0,0,6/14/2020
Oliver,0,0,0,6/14/2020
Pembina,1,0,0,6/14/2020
Pierce,1,0,0,6/14/2020
Ramsey,0,0,0,6/14/2020
Ransom,2,1,0,6/14/2020
Renville,0,0,0,6/14/2020
Richland,10,2,0,6/14/2020
Rolette,1,0,0,6/14/2020
Sargent,0,0,0,6/14/2020
Sheridan,0,1,0,6/14/2020
Sioux,2,0,0,6/14/2020
Slope,0,0,0,6/14/2020
Stark,0,0,0,6/14/2020
Steele,0,0,0,6/14/2020
Stutsman,16,3,0,6/14/2020
Towner,0,0,0,6/14/2020
Traill,1,0,0,6/14/2020
Unknown,0,0,0,6/14/2020
Walsh,0,0,0,6/14/2020
Ward,6,0,0,6/14/2020
Wells,1,1,0,6/14/2020
Williams,0,0,0,6/14/2020
Adams,0,0,0,6/15/2020
Barnes,0,0,0,6/15/2020
Benson,1,0,0,6/15/2020
Billings,0,0,0,6/15/2020
Bottineau,1,0,0,6/15/2020
Bowman,0,0,0,6/15/2020
Burke,0,0,0,6/15/2020
Burleigh,37,2,0,6/15/2020
Cass,186,17,0,6/15/2020
Cavalier,0,0,0,6/15/2020
Dickey,3,0,0,6/15/2020
Divide,0,0,0,6/15/2020
Dunn,0,0,0,6/15/2020
Eddy,1,0,0,6/15/2020
Emmons,0,0,0,6/15/2020
Foster,0,0,0,6/15/2020
Golden Valley,0,0,0,6/15/2020
Grand Forks,12,0,0,6/15/2020
Grant,0,0,0,6/15/2020
Griggs,0,0,0,6/15/2020
Hettinger,0,0,0,6/15/2020
Kidder,2,0,0,6/15/2020
LaMoure,6,0,0,6/15/2020
Logan,0,0,0,6/15/2020
McHenry,0,0,0,6/15/2020
McIntosh,0,0,0,6/15/2020
McKenzie,3,0,0,6/15/2020
McLean,5,1,0,6/15/2020
Mercer,0,0,0,6/15/2020
Morton,9,0,0,6/15/2020
Mountrail,1,1,0,6/15/2020
Nelson,0,0,0,6/15/2020
Oliver,0,0,0,6/15/2020
Pembina,1,0,0,6/15/2020
Pierce,1,0,0,6/15/2020
Ramsey,0,0,0,6/15/2020
Ransom,2,1,0,6/15/2020
Renville,0,0,0,6/15/2020
Richland,10,0,0,6/15/2020
Rolette,1,0,0,6/15/2020
Sargent,0,0,0,6/15/2020
Sheridan,0,0,0,6/15/2020
Sioux,2,0,0,6/15/2020
Slope,0,0,0,6/15/2020
Stark,0,0,0,6/15/2020
Steele,0,0,0,6/15/2020
Stutsman,15,1,0,6/15/2020
Towner,0,0,0,6/15/2020
Traill,1,0,0,6/15/2020
Unknown,0,0,0,6/15/2020
Walsh,1,0,0,6/15/2020
Ward,5,1,0,6/15/2020
Wells,1,0,0,6/15/2020
Williams,0,0,0,6/15/2020
Adams,0,0,0,6/16/2020
Barnes,2,0,0,6/16/2020
Benson,1,0,0,6/16/2020
Billings,0,0,0,6/16/2020
Bottineau,1,0,0,6/16/2020
Bowman,0,0,0,6/16/2020
Burke,0,0,0,6/16/2020
Burleigh,41,0,0,6/16/2020
Cass,186,15,0,6/16/2020
Cavalier,0,0,0,6/16/2020
Dickey,3,0,0,6/16/2020
Divide,0,0,0,6/16/2020
Dunn,0,0,0,6/16/2020
Eddy,0,1,0,6/16/2020
Emmons,0,0,0,6/16/2020
Foster,0,0,0,6/16/2020
Golden Valley,0,0,0,6/16/2020
Grand Forks,14,2,0,6/16/2020
Grant,0,0,0,6/16/2020
Griggs,0,0,0,6/16/2020
Hettinger,0,0,0,6/16/2020
Kidder,2,0,0,6/16/2020
LaMoure,5,1,0,6/16/2020
Logan,0,0,0,6/16/2020
McHenry,0,0,0,6/16/2020
McIntosh,0,0,0,6/16/2020
McKenzie,4,0,0,6/16/2020
McLean,3,2,0,6/16/2020
Mercer,0,0,0,6/16/2020
Morton,11,0,0,6/16/2020
Mountrail,1,0,0,6/16/2020
Nelson,0,0,0,6/16/2020
Oliver,0,0,0,6/16/2020
Pembina,1,0,0,6/16/2020
Pierce,1,0,0,6/16/2020
Ramsey,0,0,0,6/16/2020
Ransom,2,0,0,6/16/2020
Renville,0,0,0,6/16/2020
Richland,10,0,0,6/16/2020
Rolette,1,0,0,6/16/2020
Sargent,0,0,0,6/16/2020
Sheridan,0,0,0,6/16/2020
Sioux,4,0,0,6/16/2020
Slope,0,0,0,6/16/2020
Stark,0,0,0,6/16/2020
Steele,0,0,0,6/16/2020
Stutsman,22,1,0,6/16/2020
Towner,0,0,0,6/16/2020
Traill,1,0,0,6/16/2020
Unknown,0,0,0,6/16/2020
Walsh,1,0,0,6/16/2020
Ward,6,0,0,6/16/2020
Wells,1,0,0,6/16/2020
Williams,0,0,0,6/16/2020
Adams,0,0,0,6/17/2020
Barnes,7,0,0,6/17/2020
Benson,1,0,0,6/17/2020
Billings,1,0,0,6/17/2020
Bottineau,0,1,0,6/17/2020
Bowman,0,0,0,6/17/2020
Burke,0,0,0,6/17/2020
Burleigh,39,2,0,6/17/2020
Cass,162,31,2,6/17/2020
Cavalier,0,0,0,6/17/2020
Dickey,4,0,0,6/17/2020
Divide,0,0,0,6/17/2020
Dunn,0,0,0,6/17/2020
Eddy,0,0,0,6/17/2020
Emmons,0,0,0,6/17/2020
Foster,0,0,0,6/17/2020
Golden Valley,0,0,0,6/17/2020
Grand Forks,19,1,0,6/17/2020
Grant,0,0,0,6/17/2020
Griggs,0,0,0,6/17/2020
Hettinger,0,0,0,6/17/2020
Kidder,0,2,0,6/17/2020
LaMoure,4,1,0,6/17/2020
Logan,0,0,0,6/17/2020
McHenry,0,0,0,6/17/2020
McIntosh,0,0,0,6/17/2020
McKenzie,4,0,0,6/17/2020
McLean,3,0,0,6/17/2020
Mercer,0,0,0,6/17/2020
Morton,11,0,0,6/17/2020
Mountrail,1,0,0,6/17/2020
Nelson,0,0,0,6/17/2020
Oliver,0,0,0,6/17/2020
Pembina,1,0,0,6/17/2020
Pierce,1,0,0,6/17/2020
Ramsey,0,0,0,6/17/2020
