COUNTY,Total Active Cases,Total Recovered,Total Deaths,Date
Burleigh,261,86,0,2/13/2022
Cass,334,150,0,2/13/2022
Cavalier,6,3,0,2/13/2022
Dickey,8,3,0,2/13/2022
Divide,1,0,0,2/13/2022
Dunn,3,1,0,2/13/2022
Eddy,12,4,0,2/13/2022
Emmons,4,1,0,2/13/2022
Foster,5,8,0,2/13/2022
Golden Valley,1,1,0,2/13/2022
Grand Forks,152,62,0,2/13/2022
Grant,1,0,0,2/13/2022
Griggs,2,0,0,2/13/2022
Hettinger,2,0,0,2/13/2022
Kidder,3,2,0,2/13/2022
LaMoure,7,3,0,2/13/2022
Logan,2,2,0,2/13/2022
McHenry,6,3,0,2/13/2022
McIntosh,8,7,0,2/13/2022
McKenzie,20,5,0,2/13/2022
McLean,13,3,0,2/13/2022
Mercer,5,6,0,2/13/2022
Morton,70,25,0,2/13/2022
Mountrail,30,11,0,2/13/2022
Nelson,1,3,0,2/13/2022
Oliver,4,1,0,2/13/2022
Pembina,6,5,0,2/13/2022
Pierce,6,1,0,2/13/2022
Ramsey,78,26,0,2/13/2022
Ransom,17,4,0,2/13/2022
Renville,1,0,0,2/13/2022
Richland,11,14,0,2/13/2022
Rolette,175,19,0,2/13/2022
Sargent,10,9,0,2/13/2022
Sheridan,3,1,0,2/13/2022
Sioux,13,2,0,2/13/2022
Slope,0,0,0,2/13/2022
Stark,71,30,0,2/13/2022
Steele,2,1,0,2/13/2022
Stutsman,53,17,0,2/13/2022
Towner,5,3,0,2/13/2022
Traill,20,2,0,2/13/2022
Unknown,0,0,0,2/13/2022
Walsh,14,13,0,2/13/2022
Ward,129,48,0,2/13/2022
Wells,3,2,0,2/13/2022
Williams,52,19,0,2/13/2022
Adams,11,0,0,2/14/2022
Barnes,15,7,0,2/14/2022
Benson,31,6,0,2/14/2022
Billings,2,1,0,2/14/2022
Bottineau,15,4,0,2/14/2022
Bowman,3,3,0,2/14/2022
Burke,1,0,0,2/14/2022
Burleigh,280,51,0,2/14/2022
Cass,328,100,0,2/14/2022
Cavalier,10,2,0,2/14/2022
Dickey,7,2,0,2/14/2022
Divide,1,1,0,2/14/2022
Dunn,3,1,0,2/14/2022
Eddy,10,3,0,2/14/2022
Emmons,5,2,0,2/14/2022
Foster,4,1,0,2/14/2022
Golden Valley,1,0,0,2/14/2022
Grand Forks,163,47,0,2/14/2022
Grant,1,0,0,2/14/2022
Griggs,3,0,0,2/14/2022
Hettinger,4,0,0,2/14/2022
Kidder,3,1,0,2/14/2022
LaMoure,5,2,0,2/14/2022
Logan,3,0,0,2/14/2022
McHenry,3,4,0,2/14/2022
McIntosh,9,1,0,2/14/2022
McKenzie,24,4,0,2/14/2022
McLean,15,0,0,2/14/2022
Mercer,3,4,0,2/14/2022
Morton,69,15,0,2/14/2022
Mountrail,29,12,0,2/14/2022
Nelson,2,0,0,2/14/2022
Oliver,3,1,0,2/14/2022
Pembina,7,0,0,2/14/2022
Pierce,13,0,0,2/14/2022
Ramsey,76,12,1,2/14/2022
Ransom,14,5,0,2/14/2022
Renville,1,0,0,2/14/2022
Richland,15,1,0,2/14/2022
Rolette,187,11,0,2/14/2022
Sargent,8,3,0,2/14/2022
Sheridan,2,1,0,2/14/2022
Sioux,13,1,0,2/14/2022
Slope,0,0,0,2/14/2022
Stark,71,12,1,2/14/2022
Steele,2,1,0,2/14/2022
Stutsman,52,14,0,2/14/2022
Towner,5,2,0,2/14/2022
Traill,28,3,0,2/14/2022
Unknown,0,0,0,2/14/2022
Walsh,12,3,0,2/14/2022
Ward,142,34,0,2/14/2022
Wells,5,0,0,2/14/2022
Williams,56,11,0,2/14/2022
Adams,11,3,0,2/15/2022
Barnes,20,1,0,2/15/2022
Benson,29,4,0,2/15/2022
Billings,3,0,0,2/15/2022
Bottineau,13,5,0,2/15/2022
Bowman,3,1,0,2/15/2022
Burke,1,0,0,2/15/2022
Burleigh,282,39,0,2/15/2022
Cass,338,89,0,2/15/2022
Cavalier,12,2,0,2/15/2022
Dickey,8,2,0,2/15/2022
Divide,1,0,0,2/15/2022
Dunn,5,1,0,2/15/2022
Eddy,9,3,0,2/15/2022
Emmons,2,3,0,2/15/2022
Foster,6,0,0,2/15/2022
Golden Valley,1,0,0,2/15/2022
Grand Forks,163,49,0,2/15/2022
Grant,2,0,0,2/15/2022
Griggs,3,0,0,2/15/2022
Hettinger,4,0,0,2/15/2022
Kidder,2,2,0,2/15/2022
LaMoure,4,2,0,2/15/2022
Logan,2,1,0,2/15/2022
McHenry,2,1,0,2/15/2022
McIntosh,9,0,0,2/15/2022
McKenzie,18,8,0,2/15/2022
McLean,16,2,0,2/15/2022
Mercer,8,0,0,2/15/2022
Morton,67,15,0,2/15/2022
Mountrail,30,3,0,2/15/2022
Nelson,4,0,0,2/15/2022
Oliver,4,0,0,2/15/2022
Pembina,12,1,0,2/15/2022
Pierce,11,2,0,2/15/2022
Ramsey,74,15,0,2/15/2022
Ransom,15,1,0,2/15/2022
Renville,0,1,0,2/15/2022
Richland,20,3,0,2/15/2022
Rolette,182,37,0,2/15/2022
Sargent,10,0,0,2/15/2022
Sheridan,2,0,0,2/15/2022
Sioux,13,1,0,2/15/2022
Slope,0,0,0,2/15/2022
Stark,66,19,0,2/15/2022
Steele,3,0,0,2/15/2022
Stutsman,66,13,0,2/15/2022
Towner,4,1,0,2/15/2022
Traill,34,0,0,2/15/2022
Unknown,0,0,0,2/15/2022
Walsh,15,4,0,2/15/2022
Ward,149,38,0,2/15/2022
Wells,5,1,0,2/15/2022
Williams,62,13,0,2/15/2022
Adams,12,0,0,2/16/2022
Barnes,18,7,0,2/16/2022
Benson,33,9,0,2/16/2022
Billings,1,2,0,2/16/2022
Bottineau,12,3,0,2/16/2022
Bowman,4,1,0,2/16/2022
Burke,0,1,0,2/16/2022
Burleigh,291,43,0,2/16/2022
Cass,347,80,0,2/16/2022
Cavalier,10,3,0,2/16/2022
Dickey,9,1,0,2/16/2022
Divide,1,0,0,2/16/2022
Dunn,5,1,0,2/16/2022
Eddy,9,1,0,2/16/2022
Emmons,3,0,0,2/16/2022
Foster,8,2,0,2/16/2022
Golden Valley,0,1,0,2/16/2022
Grand Forks,176,40,0,2/16/2022
Grant,2,0,0,2/16/2022
Griggs,1,2,0,2/16/2022
Hettinger,5,0,0,2/16/2022
Kidder,4,0,0,2/16/2022
LaMoure,5,2,0,2/16/2022
Logan,2,0,0,2/16/2022
McHenry,5,1,0,2/16/2022
McIntosh,7,2,0,2/16/2022
McKenzie,17,5,0,2/16/2022
McLean,14,4,0,2/16/2022
Mercer,9,3,0,2/16/2022
Morton,68,12,0,2/16/2022
Mountrail,28,6,0,2/16/2022
Nelson,3,1,0,2/16/2022
Oliver,5,0,0,2/16/2022
Pembina,7,5,0,2/16/2022
Pierce,10,1,0,2/16/2022
Ramsey,67,20,0,2/16/2022
Ransom,17,1,0,2/16/2022
Renville,1,0,0,2/16/2022
Richland,24,2,0,2/16/2022
Rolette,171,33,0,2/16/2022
Sargent,13,0,0,2/16/2022
Sheridan,2,0,0,2/16/2022
Sioux,12,5,0,2/16/2022
Slope,1,0,0,2/16/2022
Stark,66,16,0,2/16/2022
Steele,3,0,0,2/16/2022
Stutsman,68,7,0,2/16/2022
Towner,6,0,0,2/16/2022
Traill,44,6,0,2/16/2022
Unknown,0,0,0,2/16/2022
Walsh,18,5,0,2/16/2022
Ward,125,47,0,2/16/2022
Wells,6,0,0,2/16/2022
Williams,61,20,0,2/16/2022
Adams,18,0,0,2/17/2022
Barnes,17,6,0,2/17/2022
Benson,31,8,0,2/17/2022
Billings,2,0,0,2/17/2022
Bottineau,10,2,0,2/17/2022
Bowman,5,0,0,2/17/2022
Burke,0,0,0,2/17/2022
Burleigh,272,56,0,2/17/2022
Cass,353,56,0,2/17/2022
Cavalier,9,1,0,2/17/2022
Dickey,10,0,0,2/17/2022
Divide,1,0,0,2/17/2022
Dunn,9,0,0,2/17/2022
Eddy,7,2,0,2/17/2022
Emmons,2,1,0,2/17/2022
Foster,4,4,0,2/17/2022
Golden Valley,0,0,0,2/17/2022
Grand Forks,185,29,1,2/17/2022
Grant,2,0,0,2/17/2022
Griggs,1,1,0,2/17/2022
Hettinger,5,2,0,2/17/2022
Kidder,3,2,0,2/17/2022
LaMoure,5,0,0,2/17/2022
Logan,2,1,0,2/17/2022
McHenry,8,0,0,2/17/2022
McIntosh,2,5,0,2/17/2022
McKenzie,18,2,0,2/17/2022
McLean,13,2,0,2/17/2022
Mercer,9,4,0,2/17/2022
Morton,65,10,0,2/17/2022
Mountrail,26,8,0,2/17/2022
Nelson,4,0,0,2/17/2022
Oliver,4,1,0,2/17/2022
Pembina,6,4,0,2/17/2022
Pierce,9,1,0,2/17/2022
Ramsey,54,19,0,2/17/2022
Ransom,15,2,0,2/17/2022
Renville,1,0,0,2/17/2022
Richland,23,5,0,2/17/2022
Rolette,159,30,0,2/17/2022
Sargent,13,1,0,2/17/2022
Sheridan,1,1,0,2/17/2022
Sioux,12,2,0,2/17/2022
Slope,1,0,0,2/17/2022
Stark,69,10,0,2/17/2022
Steele,4,0,0,2/17/2022
Stutsman,60,17,0,2/17/2022
Towner,7,1,0,2/17/2022
Traill,43,6,0,2/17/2022
Unknown,0,0,0,2/17/2022
Walsh,17,4,0,2/17/2022
Ward,134,15,0,2/17/2022
Wells,8,1,0,2/17/2022
Williams,52,18,0,2/17/2022
Adams,19,1,0,2/18/2022
Barnes,17,0,0,2/18/2022
Benson,32,1,0,2/18/2022
Billings,2,0,0,2/18/2022
Bottineau,11,0,0,2/18/2022
Bowman,5,0,0,2/18/2022
Burke,0,0,0,2/18/2022
Burleigh,284,12,1,2/18/2022
Cass,382,20,0,2/18/2022
Cavalier,9,0,0,2/18/2022
Dickey,12,0,0,2/18/2022
Divide,1,0,0,2/18/2022
Dunn,9,1,0,2/18/2022
Eddy,9,0,0,2/18/2022
Emmons,2,0,0,2/18/2022
Foster,8,0,0,2/18/2022
Golden Valley,0,0,0,2/18/2022
Grand Forks,187,23,0,2/18/2022
Grant,2,0,0,2/18/2022
Griggs,1,0,0,2/18/2022
Hettinger,5,0,0,2/18/2022
Kidder,3,1,0,2/18/2022
LaMoure,6,0,0,2/18/2022
Logan,2,0,0,2/18/2022
McHenry,11,1,0,2/18/2022
McIntosh,2,0,0,2/18/2022
McKenzie,17,3,0,2/18/2022
McLean,16,0,0,2/18/2022
Mercer,11,0,0,2/18/2022
Morton,71,6,0,2/18/2022
Mountrail,28,2,0,2/18/2022
Nelson,4,0,0,2/18/2022
Oliver,4,0,0,2/18/2022
Pembina,7,0,0,2/18/2022
Pierce,16,0,0,2/18/2022
Ramsey,59,5,0,2/18/2022
Ransom,17,0,0,2/18/2022
Renville,2,0,0,2/18/2022
Richland,24,1,0,2/18/2022
Rolette,152,21,0,2/18/2022
Sargent,17,0,0,2/18/2022
Sheridan,1,0,0,2/18/2022
Sioux,11,2,0,2/18/2022
Slope,1,0,0,2/18/2022
Stark,80,4,0,2/18/2022
Steele,4,0,0,2/18/2022
Stutsman,66,3,0,2/18/2022
Towner,7,0,0,2/18/2022
Traill,43,4,0,2/18/2022
Unknown,0,0,0,2/18/2022
Walsh,18,1,0,2/18/2022
Ward,134,20,0,2/18/2022
Wells,8,0,0,2/18/2022
Williams,54,7,0,2/18/2022
